kampus;jarak_km;jenis_tinggal;tipe_tinggal_baku
ITERA;5,840000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;2,870000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,520000000;Kos Sendiri;Kos/Asrama
ITERA;4,880000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;4,880000000;Kos bersama-sama;Kos/Asrama
ITERA;8,190000000;Kos bersama-sama;Kos/Asrama
ITERA;2,960000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;0,720000000;Kos Sendiri;Kos/Asrama
ITERA;2,780000000;Asrama;Kos/Asrama
ITERA;0,720000000;Kos bersama-sama;Kos/Asrama
ITERA;8,620000000;Asrama;Kos/Asrama
ITERA;6,730000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,030000000;Kos Sendiri;Kos/Asrama
ITERA;3,770000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;0,720000000;Kos Sendiri;Kos/Asrama
ITERA;5,190000000;Asrama;Kos/Asrama
ITERA;8,620000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,820000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,680000000;Kos Sendiri;Kos/Asrama
ITERA;1,780000000;Kos bersama-sama;Kos/Asrama
ITERA;6,990000000;Kos Sendiri;Kos/Asrama
ITERA;4,750000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;4,750000000;Kos bersama-sama;Kos/Asrama
ITERA;8,760000000;Kos bersama-sama;Kos/Asrama
ITERA;6,680000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;1,780000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;6,330000000;Kos Sendiri;Kos/Asrama
ITERA;2,660000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;10,480000000;Kos Sendiri;Kos/Asrama
ITERA;3,090000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;7,220000000;Kos Sendiri;Kos/Asrama
ITERA;4,850000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;2,780000000;Kos Sendiri;Kos/Asrama
ITERA;5,140000000;Kos Sendiri;Kos/Asrama
ITERA;5,240000000;Kos bersama-sama;Kos/Asrama
ITERA;3,030000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,050000000;Kos bersama-sama;Kos/Asrama
ITERA;1,790000000;Kos Sendiri;Kos/Asrama
ITERA;2,890000000;Asrama;Kos/Asrama
ITERA;0,720000000;Kos Sendiri;Kos/Asrama
ITERA;7,120000000;Asrama;Kos/Asrama
ITERA;7,040000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,570000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,870000000;Kos Sendiri;Kos/Asrama
ITERA;7,820000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,570000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;5,290000000;Kos Sendiri;Kos/Asrama
ITERA;2,780000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,570000000;Kos Sendiri;Kos/Asrama
ITERA;1,780000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;7,130000000;Kos Sendiri;Kos/Asrama
ITERA;2,120000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;5,020000000;Kos Sendiri;Kos/Asrama
ITERA;2,750000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,400000000;Kos Sendiri;Kos/Asrama
ITERA;5,680000000;Kos Sendiri;Kos/Asrama
ITERA;5,680000000;Kos bersama-sama;Kos/Asrama
ITERA;3,770000000;Kos Sendiri;Kos/Asrama
ITERA;6,410000000;Kos Sendiri;Kos/Asrama
ITERA;5,800000000;Kos Sendiri;Kos/Asrama
ITERA;5,260000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;8,080000000;Kos Sendiri;Kos/Asrama
ITERA;4,750000000;Kos bersama-sama;Kos/Asrama
ITERA;6,950000000;Kos Sendiri;Kos/Asrama
ITERA;3,530000000;Kos Sendiri;Kos/Asrama
ITERA;1,780000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;2,850000000;Kos Sendiri;Kos/Asrama
ITERA;5,110000000;Kos Sendiri;Kos/Asrama
ITERA;3,700000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,610000000;Kos Sendiri;Kos/Asrama
ITERA;0,440000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;0,440000000;Asrama;Kos/Asrama
ITERA;2,850000000;Asrama;Kos/Asrama
ITERA;0,220000000;Kos Sendiri;Kos/Asrama
ITERA;5,240000000;Asrama;Kos/Asrama
ITERA;4,810000000;Kos Sendiri;Kos/Asrama
ITERA;6,500000000;Kos Sendiri;Kos/Asrama
ITERA;2,660000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,950000000;Kos Sendiri;Kos/Asrama
ITERA;3,980000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,770000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,610000000;Kos Sendiri;Kos/Asrama
ITERA;5,610000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,660000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;5,540000000;Kos bersama-sama;Kos/Asrama
ITERA;3,740000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;1,780000000;Kos Sendiri;Kos/Asrama
ITERA;3,480000000;Kos Sendiri;Kos/Asrama
ITERA;2,790000000;Kos Sendiri;Kos/Asrama
ITERA;2,890000000;Kos bersama-sama;Kos/Asrama
ITERA;3,770000000;Kos Sendiri;Kos/Asrama
ITERA;0,390000000;Kos Sendiri;Kos/Asrama
ITERA;2,120000000;Asrama;Kos/Asrama
ITERA;1,780000000;Kos bersama-sama;Kos/Asrama
ITERA;5,140000000;Kos Sendiri;Kos/Asrama
ITERA;5,230000000;Kos Sendiri;Kos/Asrama
ITERA;3,030000000;Rumah bersama saudara;Rumah Keluarga/Pribadi
ITERA;0,440000000;Kos bersama-sama;Kos/Asrama
ITERA;1,780000000;Asrama;Kos/Asrama
ITERA;4,140000000;Kos Sendiri;Kos/Asrama
ITERA;3,700000000;Kos Sendiri;Kos/Asrama
ITERA;0,340000000;Kos Sendiri;Kos/Asrama
ITERA;2,750000000;Asrama;Kos/Asrama
ITERA;2,080000000;Kos Sendiri;Kos/Asrama
ITERA;3,570000000;Kos Sendiri;Kos/Asrama
ITERA;3,770000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,570000000;Kos Sendiri;Kos/Asrama
ITERA;8,010000000;Kos Sendiri;Kos/Asrama
ITERA;3,160000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;2,780000000;Kos Sendiri;Kos/Asrama
ITERA;5,090000000;Kos Sendiri;Kos/Asrama
ITERA;3,580000000;Rumah pribadi/rumah keluarga;Rumah Keluarga/Pribadi
ITERA;3,770000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
ITERA;3,090000000;Kos Sendiri;Kos/Asrama
ITERA;6,950000000;Rumah mengontrak bersama-sama;Rumah Keluarga/Pribadi
