Kampus_PT;Nomor urut;Jenis Kelamin;Umur;Fakultas;Prodi;Tingkat Semester;Uang Saku;jumlah mobil;jumlah motor;jumlah sepeda;kendaraan utama;jenis tempat tinggal;jarak;biaya sepekan;Jumlah Perjalanan Senin;Jumlah Perjalanan Selasa;Jumlah Perjalanan Rabu;Jumlah Perjalanan Kamis;Jumlah Perjalanan Jumat;Jumlah Perjalanan Sabtu;Jumlah Perjalanan Ahad
UNILA;81;Laki-laki;18;Fakultas Pertanian;Teknik Pertanian;Semester 1-2;3,1 - 4 Jt;2;2;1;Mobil pribadi;Rumah pribadi;1,7;300;2;3;3;2;5;2;0
UNILA;144;Perempuan;20;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Pancasila dan Kewarganegaraan (PKN);Semester 1-2;3,1 - 4 Jt;1;2;1;Mobil pribadi;Rumah mengontrak bersama;10,8;300;3;0;0;2;3;3;2
UNILA;158;Perempuan;22;Fakultas Hukum;Ilmu Hukum;Semester 3-4;> 4 Jt;1;0;0;Mobil pribadi;Rumah pribadi;10,8;300;3;2;3;4;3;2;0
UBL;156;Laki-laki;21;Fakultas Ekonomi dan Bisnis;Akuntansi;Semester 7-8;2,1 - 3 Jt;3;3;0;Mobil pribadi;Rumah pribadi;4,62121968;275;4;4;1;3;3;2;1
UBL;225;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;2;1;0;Mobil pribadi;Rumah pribadi;5,241010676;260;3;1;1;2;2;2;3
UBL;247;Perempuan;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;1;3;0;Mobil pribadi;Rumah pribadi;1,656238914;260;1;1;2;1;2;2;1
UBL;161;Perempuan;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;1;2;1;Mobil pribadi;Rumah pribadi;3,354913126;250;0;2;2;2;4;2;1
UBL;202;Laki-laki;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;1;2;0;Sepeda motor pribadi;Kos bersama-sama;1,572893042;250;3;4;4;2;2;2;3
UBL;223;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;1;3;0;Mobil pribadi;Rumah pribadi;4,957642327;250;3;1;2;4;2;1;2
UBL;249;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;3;2;0;Mobil pribadi;Rumah pribadi;1,775256135;250;1;1;1;1;1;1;1
UBL;253;Laki-laki;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;2;3;0;Mobil pribadi;Rumah pribadi;4,06134513;250;1;1;1;1;1;1;1
UBL;292;Laki-laki;21;Fakultas Teknik;Teknik Sipil;Semester 7-8;1 - 2 Jt;2;1;0;Sepeda motor pribadi;Rumah pribadi;1,977390761;250;4;2;2;2;1;1;1
UBL;335;Laki-laki;21;Fakultas Ilmu Sosial dan Politik;Administrasi Publik;Semester 7-8;2,1 - 3 Jt;2;2;0;Mobil pribadi;Rumah pribadi;2,195442512;250;2;2;2;2;2;2;1
UBL;343;Laki-laki;22;Fakultas Ilmu Komputer;Informatika;Semester 7-8;2,1 - 3 Jt;1;1;1;Mobil pribadi;Rumah saudara;2,071359041;250;2;2;2;2;2;2;1
UBL;344;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;3;3;1;Mobil pribadi;Rumah pribadi;0,437019785;250;4;2;1;3;2;2;2
UNILA;45;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;2;2;0;Mobil pribadi;Rumah pribadi;1,9;250;3;3;2;2;3;2;2
UNILA;119;Laki-laki;21;Fakultas Hukum;Ilmu Hukum;Semester 5-6;> 4 Jt;3;3;0;Mobil pribadi;Rumah pribadi;7,3;250;0;3;3;3;2;2;0
UNILA;140;Perempuan;22;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Teknologi Informasi;Semester 7-8;3,1 - 4 Jt;1;1;0;Mobil pribadi;Rumah saudara;1,8;250;2;3;3;2;2;3;2
UNILA;371;Perempuan;20;Fakultas Pertanian;Agronomi;Semester 1-2;3,1 - 4 Jt;2;2;1;Mobil pribadi;Rumah pribadi;10,8;250;2;4;3;0;2;2;0
UBL;244;Perempuan;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;2,1 - 3 Jt;3;1;1;Mobil pribadi;Rumah pribadi;1,839389157;245;2;2;2;2;2;2;1
UBL;221;Perempuan;22;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;1 - 2 Jt;1;2;1;Mobil pribadi;Rumah pribadi;4,974810796;240;3;1;4;2;1;2;1
UBL;243;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;2,1 - 3 Jt;2;2;0;Mobil pribadi;Rumah pribadi;4,505262959;240;1;1;1;1;1;1;1
UBL;259;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;3,1 - 4 Jt;4;2;0;Mobil pribadi;Rumah pribadi;4,498009214;230;2;2;1;2;2;1;3
UBL;262;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;2;1;0;Mobil pribadi;Rumah pribadi;5,263774832;220;1;1;1;1;1;1;1
UBL;273;Perempuan;19;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 3-4;3,1 - 4 Jt;2;1;0;Mobil pribadi;Rumah pribadi;3,119256979;220;3;3;3;3;3;2;3
UBL;219;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;1;1;1;Mobil pribadi;Rumah pribadi;8,521836716;210;3;1;4;1;2;2;1
UBL;2;Laki-laki;20;Fakultas Hukum;Ilmu Hukum;Semester 5-6;1 - 2 Jt;2;1;1;Mobil pribadi;Rumah pribadi;2,703330966;200;3;3;3;3;3;3;3
UBL;17;Perempuan;23;Fakultas Ekonomi dan Bisnis;Administrasi Bisnis;Semester 7-8;1 - 2 Jt;0;0;0;Berjalan kaki;Kos sendiri;0,323106549;200;2;3;4;2;3;1;2
UBL;52;Perempuan;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;1;3;2;Layanan online;Kos bersama-sama;2,50789878;200;4;3;5;4;3;3;3
UBL;137;Perempuan;20;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 3-4;1 - 2 Jt;2;2;0;Mobil pribadi;Rumah pribadi;0,538388106;200;2;4;2;1;2;1;1
UBL;154;Laki-laki;19;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 3-4;1 - 2 Jt;1;0;1;Mobil pribadi;Rumah pribadi;5,419349128;200;1;1;1;1;1;1;1
UBL;155;Perempuan;19;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 3-4;1 - 2 Jt;1;0;3;Mobil pribadi;Rumah saudara;5,036051991;200;1;1;1;1;1;1;1
UBL;174;Perempuan;19;Fakultas Ilmu Sosial dan Politik;Ilmu Komunikasi;Semester 3-4;1 - 2 Jt;2;2;0;Sepeda motor pribadi;Rumah mengontrak pribadi;4,315786471;200;4;3;1;2;2;2;2
UBL;194;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;3,1 - 4 Jt;1;1;0;Mobil pribadi;Rumah pribadi;3,277631679;200;4;4;4;4;4;1;3
UBL;203;Laki-laki;18;Fakultas Ilmu Sosial dan Politik;Administrasi Bisnis;Semester 1-2;1 - 2 Jt;1;3;0;Sepeda motor pribadi;Rumah pribadi;5,824231663;200;4;2;2;1;1;4;1
UBL;204;Perempuan;20;Fakultas Ekonomi dan Bisnis;Akuntansi;Semester 5-6;1 - 2 Jt;1;2;0;Sepeda motor pribadi;Rumah pribadi;5,230078489;200;2;4;2;2;3;3;2
UBL;217;Laki-laki;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;2;1;0;Mobil pribadi;Rumah pribadi;8,680099096;200;3;1;1;4;2;2;1
UBL;241;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;2,1 - 3 Jt;NA;1;0;Mobil pribadi;Rumah pribadi;4,505262959;200;1;1;1;1;1;1;1
UBL;265;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;3,1 - 4 Jt;2;2;0;Mobil pribadi;Rumah pribadi;4,448930352;200;0;1;1;1;1;1;1
UBL;297;Laki-laki;21;Fakultas Hukum;Ilmu Hukum;Semester 5-6;1 - 2 Jt;1;1;0;Mobil pribadi;Rumah pribadi;6,168818338;200;2;2;1;2;2;2;1
UBL;300;Laki-laki;21;Fakultas Ilmu Komputer;Informatika;Semester 5-6;1 - 2 Jt;1;1;0;Sepeda motor pribadi;Rumah pribadi;2,713473952;200;4;2;2;4;2;2;2
UBL;307;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 5-6;1 - 2 Jt;1;2;1;Mobil pribadi;Kos sendiri;0,997812015;200;1;1;1;1;1;1;1
UBL;322;Perempuan;19;Fakultas Ilmu Sosial dan Politik;Administrasi Publik;Semester 3-4;2,1 - 3 Jt;2;1;0;Mobil pribadi;Rumah pribadi;5,483812027;200;3;2;1;4;2;2;1
UBL;340;Laki-laki;22;Fakultas Ilmu Komputer;Sistem Informasi;Semester 7-8;2,1 - 3 Jt;1;2;1;Mobil pribadi;Kos bersama-sama;0,470414021;200;4;2;2;2;2;1;3
UBL;342;Laki-laki;22;Fakultas Teknik;Teknik Mesin;Semester 7-8;2,1 - 3 Jt;1;1;0;Mobil pribadi;Rumah pribadi;8,299326124;200;2;1;1;3;2;2;1
UBL;374;Laki-laki;19;Fakultas Ilmu Komputer;Sistem Informasi;Semester 3-4;< 1 Jt;2;3;1;Mobil pribadi;Rumah pribadi;1,580955442;200;2;2;2;1;2;1;2
UNILA;8;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;3,1 - 4 Jt;1;1;1;Mobil pribadi;Rumah pribadi;6,4;200;2;2;2;2;2;0;0
UNILA;25;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 5-6;1 - 2 Jt;3;0;1;Mobil pribadi;Rumah pribadi;3,8;200;2;2;3;3;3;3;3
UNILA;53;Perempuan;22;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Kimia;Semester 7-8;< 1 Jt;1;0;0;Mobil pribadi;Rumah pribadi;9,1;200;2;2;2;2;2;2;2
UNILA;70;Laki-laki;22;FakultasEkonomidanbisnis;BisnisDigital;Semester 7-8;3,1 - 4 Jt;2;2;0;Mobil pribadi;Rumah pribadi;2,1;200;2;0;0;3;2;2;0
UNILA;71;Laki-laki;22;FakultasEkonomidanbisnis;BisnisDigital;Semester 7-8;3,1 - 4 Jt;2;2;0;Mobil pribadi;Rumah pribadi;1,8;200;2;0;0;2;2;2;0
UNILA;95;Perempuan;22;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Matematika;Semester 7-8;2,1 - 3 Jt;2;2;3;Mobil pribadi;Rumah pribadi;4;200;3;2;3;0;3;2;2
UNILA;118;Perempuan;21;Fakultas Hukum;Ilmu Hukum;Semester 5-6;3,1 - 4 Jt;3;3;2;Mobil pribadi;Rumah pribadi;5,3;200;0;3;3;3;0;2;2
UNILA;122;Perempuan;19;FakultasEkonomidanbisnis;Manajemen;Semester 3-4;3,1 - 4 Jt;3;3;0;Mobil pribadi;Rumah pribadi;1,7;200;4;4;0;5;3;2;0
UNILA;137;Laki-laki;20;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Jasmani;Semester 3-4;3,1 - 4 Jt;1;1;0;Mobil pribadi;Rumah mengontrak pribadi;7,7;200;2;3;3;3;2;2;0
UNILA;141;Perempuan;22;Fakultas Teknik;Teknik Elektro;Semester 7-8;3,1 - 4 Jt;2;3;0;Mobil pribadi;Rumah pribadi;6,5;200;2;2;4;2;3;2;0
UNILA;142;Laki-laki;21;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Teknologi Informasi;Semester 5-6;3,1 - 4 Jt;1;2;0;Mobil pribadi;Rumah saudara;5,3;200;3;2;2;2;3;2;0
UNILA;157;Perempuan;20;Fakultas Teknik;Teknik Geofisika;Semester 3-4;3,1 - 4 Jt;2;2;0;Mobil pribadi;Rumah pribadi;7,4;200;3;2;2;3;2;2;0
UNILA;190;Perempuan;19;Fakultas Hukum;Ilmu Hukum;Semester 1-2;> 4 Jt;1;2;0;Mobil pribadi;Rumah saudara;3,8;200;2;0;2;4;2;4;3
UNILA;198;Laki-laki;22;Fakultas Pertanian;Proteksi Tanaman;Semester 3-4;1 - 2 Jt;2;2;1;Mobil pribadi;Rumah saudara;7,5;200;3;0;2;4;2;2;2
UNILA;250;Laki-laki;21;Fakultas Ilmu Sosial dan Ilmu Politik;Ilmu Administrasi Negara;Semester 1-2;3,1 - 4 Jt;2;3;1;Mobil pribadi;Rumah saudara;6,4;200;2;2;2;2;0;2;2
UNILA;278;Laki-laki;22;Fakultas MIPA;Biologi;Semester 3-4;1 - 2 Jt;2;2;0;Mobil pribadi;Rumah pribadi;5,2;200;0;2;2;2;2;0;3
UNILA;356;Perempuan;19;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Guru Sekolah Dasar (PGSD);Semester 1-2;< 1 Jt;2;2;0;Mobil pribadi;Rumah saudara;1,8;200;2;2;0;2;2;2;0
UNILA;382;Perempuan;19;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Bahasa Lampung;Semester 1-2;3,1 - 4 Jt;2;3;1;Mobil pribadi;Rumah pribadi;6,4;200;2;3;3;0;2;3;2
UNILA;181;Perempuan;22;Fakultas Hukum;Ilmu Hukum;Semester 3-4;> 4 Jt;1;0;0;Mobil pribadi;Rumah mengontrak bersama;0,8;195;2;2;2;4;2;2;0
UBL;29;Laki-laki;20;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 3-4;1 - 2 Jt;1;1;1;Sepeda motor pribadi;Rumah pribadi;3,020480868;190;0;1;1;2;1;1;1
UNILA;162;Laki-laki;22;Fakultas Teknik;Teknik Sipil;Semester 5-6;2,1 - 3 Jt;1;0;0;Mobil pribadi;Kos sendiri;1;185;4;3;3;2;3;2;0
UNILA;139;Perempuan;22;Fakultas Hukum;Ilmu Hukum;Semester 5-6;3,1 - 4 Jt;1;2;1;Mobil pribadi;Rumah pribadi;1,6;180;4;2;3;2;2;3;2
UNILA;152;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;> 4 Jt;1;0;0;Mobil pribadi;Kos bersama-sama;2;180;3;3;2;2;3;2;3
UNILA;176;Perempuan;20;Fakultas Hukum;Ilmu Hukum;Semester 1-2;> 4 Jt;1;0;0;Mobil pribadi;Rumah mengontrak pribadi;0,8;180;0;2;0;0;4;2;0
UNILA;252;Laki-laki;19;Fakultas Hukum;Ilmu Hukum;Semester 1-2;> 4 Jt;2;2;0;Mobil pribadi;Rumah pribadi;4,7;180;2;4;2;0;2;2;2
UNILA;342;Laki-laki;21;Fakultas MIPA;Fisika;Semester 5-6;3,1 - 4 Jt;2;3;0;Mobil pribadi;Rumah saudara;1,8;180;2;2;2;2;0;3;0
UBL;315;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;1;0;0;Mobil pribadi;Rumah saudara;2,770641918;175;2;2;2;2;2;2;3
UBL;379;Laki-laki;19;Fakultas Ilmu Komputer;Informatika;Semester 3-4;1 - 2 Jt;1;3;0;Sepeda motor pribadi;Rumah pribadi;1,525156324;175;3;1;2;2;3;2;2
UNILA;52;Perempuan;22;Fakultas Pertanian;Teknologi Hasil Pertanian;Semester 7-8;1 - 2 Jt;0;0;0;Layanan online;Rumah mengontrak bersama;3;175;2;3;3;2;2;2;2
UNILA;183;Perempuan;19;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Geografi;Semester 1-2;2,1 - 3 Jt;1;0;0;Mobil pribadi;Kos sendiri;0,2;175;0;2;4;0;3;2;0
UNILA;353;Laki-laki;22;Fakultas MIPA;Kimia;Semester 5-6;2,1 - 3 Jt;1;0;0;Mobil pribadi;Kos sendiri;1;175;4;2;0;3;2;2;0
UNILA;163;Laki-laki;21;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Kimia;Semester 1-2;2,1 - 3 Jt;1;0;0;Mobil pribadi;Rumah mengontrak bersama;0,4;165;0;2;4;2;0;3;0
UNILA;315;Laki-laki;19;Fakultas Teknik;Teknik Informatika;Semester 1-2;3,1 - 4 Jt;1;0;0;Mobil pribadi;Kos bersama-sama;1;165;2;2;2;0;2;2;0
UNILA;346;Perempuan;22;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Guru Sekolah Dasar (PGSD);Semester 7-8;3,1 - 4 Jt;1;0;0;Mobil pribadi;Kos sendiri;1;155;2;4;0;2;0;0;0
UINRIL;150;Perempuan;22;Syariah;Hukum Keluarga;Semester 7-8;> 4 Jt;2;2;1;Mobil pribadi;Rumah pribadi;9,22;150;2;2;0;3;0;2;0
UINRIL;161;Laki-laki;22;Ushuluddin dan Studi Agama;Psikologi Islam;Semester 7-8;3,1 - 4 Jt;1;1;0;Mobil pribadi;Rumah pribadi;3,86;150;3;2;2;3;2;2;2
UINRIL;179;Perempuan;24;Ushuluddin dan Studi Agama;Ilmu Alquran dan Tafsir;Semester 7-8;> 4 Jt;5;6;0;Mobil pribadi;Rumah pribadi;0,62;150;2;2;2;0;0;0;2
UINRIL;332;Perempuan;22;Ekonomi dan Bisnis Islam;Ekonomi Syariah;Semester 7-8;1 - 2 Jt;1;3;2;Mobil pribadi;Rumah pribadi;7,98;150;2;2;3;0;0;3;0
UINRIL;362;Perempuan;22;Tarbiyah dan Keguruan;Pendidikan Matematika;Semester 7-8;3,1 - 4 Jt;2;3;2;Mobil pribadi;Rumah pribadi;5,66;150;0;0;3;0;2;3;0
UINRIL;382;Laki-laki;21;Tarbiyah dan Keguruan;Biologi;Semester 5-6;3,1 - 4 Jt;3;3;4;Mobil pribadi;Rumah pribadi;1,39;150;4;4;4;4;5;2;2
UINRIL;395;Laki-laki;22;Tarbiyah dan Keguruan;Pendidikan Bahasa Arab;Semester 7-8;1 - 2 Jt;1;2;1;Mobil pribadi;Rumah pribadi;4,04;150;3;2;4;2;4;0;2
UBL;36;Laki-laki;23;Fakultas Teknik;Teknik Mesin;Semester 5-6;1 - 2 Jt;2;2;1;Sepeda motor pribadi;Rumah pribadi;7,203383432;150;2;4;3;1;5;3;1
UBL;38;Perempuan;19;Fakultas Hukum;Ilmu Hukum;Semester 3-4;1 - 2 Jt;1;2;2;Layanan online;Rumah pribadi;24,02112105;150;1;1;1;1;1;1;1
UBL;50;Laki-laki;19;Fakultas Hukum;Ilmu Hukum;Semester 1-2;1 - 2 Jt;1;2;0;Sepeda motor pribadi;Rumah pribadi;5,497992055;150;3;4;1;3;1;2;1
UBL;51;Perempuan;21;Fakultas Ilmu Komputer;Informatika;Semester 5-6;1 - 2 Jt;1;3;0;Sepeda motor pribadi;Rumah pribadi;5,806230387;150;3;3;3;1;1;1;1
UBL;56;Perempuan;20;Fakultas Ekonomi dan Bisnis;Administrasi Bisnis;Semester 3-4;2,1 - 3 Jt;1;0;0;Mobil pribadi;Rumah pribadi;0,427721659;150;6;2;2;2;1;1;1
UBL;63;Laki-laki;20;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Bahasa Inggris;Semester 3-4;2,1 - 3 Jt;1;0;0;Mobil pribadi;Kos sendiri;1,311269222;150;0;1;3;2;2;4;2
UBL;68;Laki-laki;20;Fakultas Ekonomi dan Bisnis;Akuntansi;Semester 1-2;2,1 - 3 Jt;1;0;0;Mobil pribadi;Kos bersama-sama;1,311269222;150;2;2;3;4;2;1;1
UBL;74;Perempuan;19;Fakultas Teknik;Teknik Sipil;Semester 1-2;3,1 - 4 Jt;1;0;0;Mobil pribadi;Kos sendiri;1,311269222;150;4;4;2;2;2;1;2
UBL;142;Perempuan;21;Fakultas Ilmu Sosial dan Politik;Administrasi Bisnis;Semester 7-8;1 - 2 Jt;2;2;0;Mobil pribadi;Rumah pribadi;4,600882039;150;2;3;2;1;4;2;1
UBL;153;Laki-laki;19;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 3-4;1 - 2 Jt;2;1;1;Sepeda motor pribadi;Rumah pribadi;2,10489706;150;6;2;2;1;3;4;1
UBL;178;Laki-laki;18;Fakultas Teknik;Informatika;Semester 1-2;1 - 2 Jt;2;4;1;Sepeda motor pribadi;Rumah pribadi;7,342939583;150;3;3;2;3;1;2;2
UBL;180;Laki-laki;22;Fakultas Teknik;Teknik Mesin;Semester 7-8;1 - 2 Jt;1;3;0;Menumpang dengan teman/keluarga;Rumah pribadi;1,641342744;150;4;2;1;2;4;2;1
UBL;181;Perempuan;22;Fakultas Ekonomi dan Bisnis;Akuntansi;Semester 7-8;1 - 2 Jt;2;2;0;Layanan online;Rumah pribadi;2,261991623;150;2;4;3;2;1;3;1
UBL;228;Perempuan;22;Fakultas Ilmu Sosial dan Politik;Ilmu Komunikasi;Semester 7-8;1 - 2 Jt;3;3;0;Sepeda motor pribadi;Rumah pribadi;1,878808568;150;2;2;2;4;3;2;1
UBL;232;Laki-laki;19;Fakultas Ekonomi dan Bisnis;Akuntansi;Semester 3-4;1 - 2 Jt;0;0;0;Layanan online;Rumah pribadi;1,926858932;150;3;2;2;2;2;1;2
UBL;233;Laki-laki;19;Fakultas Ilmu Komputer;Informatika;Semester 3-4;1 - 2 Jt;1;2;0;Sepeda motor pribadi;Rumah pribadi;3,098495784;150;2;2;2;2;1;2;1
UBL;237;Laki-laki;21;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;1;2;0;Sepeda motor pribadi;Rumah pribadi;2,11284711;150;2;1;2;1;2;1;3
UBL;240;Laki-laki;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;2,1 - 3 Jt;2;3;1;Sepeda motor pribadi;Kos sendiri;0,976674195;150;3;4;3;4;4;3;2
UBL;261;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;3,1 - 4 Jt;1;1;0;Layanan online;Rumah pribadi;1,183931381;150;2;2;2;2;1;2;2
UBL;281;Laki-laki;18;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;3,1 - 4 Jt;3;4;1;Sepeda motor pribadi;Rumah pribadi;2,842587266;150;4;1;4;1;4;2;2
UBL;285;Laki-laki;18;Fakultas Ilmu Komputer;Sistem Informasi;Semester 1-2;1 - 2 Jt;2;2;0;Sepeda motor pribadi;Rumah pribadi;4,801997026;150;4;2;4;4;2;2;3
UBL;299;Perempuan;21;Fakultas Ilmu Sosial dan Politik;Ilmu Komunikasi;Semester 5-6;1 - 2 Jt;0;0;0;Layanan online;Kos sendiri;1,078228666;150;2;4;2;2;3;1;1
UBL;312;Perempuan;21;Fakultas Ilmu Sosial dan Politik;Ilmu Komunikasi;Semester 5-6;1 - 2 Jt;0;0;0;Layanan online;Kos sendiri;0,223526852;150;4;2;3;2;2;2;1
UBL;336;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 5-6;1 - 2 Jt;1;1;0;Mobil pribadi;Rumah pribadi;4,630639198;150;3;2;4;1;2;1;2
UBL;363;Laki-laki;23;Fakultas Hukum;Ilmu Hukum;Semester 7-8;< 1 Jt;0;1;0;Menumpang dengan teman/keluarga;Rumah pribadi;6,083366721;150;3;3;3;2;3;1;1
UBL;378;Laki-laki;20;Fakultas Ilmu Komputer;Sistem Informasi;Semester 5-6;< 1 Jt;2;1;0;Sepeda motor pribadi;Rumah pribadi;7,93460473;150;2;3;2;1;1;2;4
UNILA;3;Perempuan;22;Fakultas Teknik;Teknik Kimia;Semester 7-8;2,1 - 3 Jt;0;0;0;Layanan online;Kos sendiri;1,3;150;4;2;4;2;4;2;2
UNILA;36;Perempuan;22;Fakultas Hukum;Ilmu Hukum;Semester 7-8;1 - 2 Jt;1;1;0;Mobil pribadi;Rumah pribadi;2;150;3;3;3;3;2;2;2
UNILA;68;Laki-laki;21;Fakultas Teknik;Teknik Mesin;Semester 5-6;1 - 2 Jt;1;2;0;Sepeda motor pribadi;Rumah pribadi;7,6;150;6;0;4;5;4;0;0
UNILA;116;Perempuan;18;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Guru Sekolah Dasar (PGSD);Semester 1-2;1 - 2 Jt;1;2;2;Sepeda motor pribadi;Rumah pribadi;5;150;4;2;3;3;3;2;0
UNILA;154;Perempuan;20;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Sejarah;Semester 3-4;2,1 - 3 Jt;1;2;0;Layanan online;Rumah pribadi;5,2;150;2;2;2;0;2;0;0
UNILA;196;Laki-laki;21;Fakultas Teknik;Teknik Informatika;Semester 1-2;< 1 Jt;0;2;1;Layanan online;Rumah pribadi;5;150;3;2;2;0;3;4;3
UNILA;210;Laki-laki;19;Fakultas Teknik;Teknik Informatika;Semester 1-2;2,1 - 3 Jt;2;3;1;Mobil pribadi;Rumah saudara;3,5;150;2;4;0;3;2;2;2
UNILA;214;Laki-laki;19;Fakultas MIPA;Fisika;Semester 1-2;1 - 2 Jt;1;0;0;Mobil pribadi;Kos sendiri;1;150;2;2;4;0;4;2;3
UNILA;318;Perempuan;22;Fakultas Ilmu Sosial dan Ilmu Politik;Ilmu Komunikasi;Semester 5-6;1 - 2 Jt;0;3;1;Layanan online;Rumah pribadi;3,9;150;3;2;2;0;2;3;0
UNILA;366;Laki-laki;21;Fakultas Ilmu Sosial dan Ilmu Politik;Ilmu Administrasi Negara;Semester 3-4;2,1 - 3 Jt;0;3;1;Layanan online;Rumah saudara;3,5;150;2;0;2;2;2;2;0
UNILA;27;Perempuan;18;Fakultas Kedokteran;Kedokteran;Semester 1-2;1 - 2 Jt;1;2;1;Mobil pribadi;Rumah pribadi;6,8;145;2;2;2;2;2;2;2
UNILA;304;Perempuan;20;Fakultas Pertanian;Teknologi Hasil Pertanian;Semester 3-4;3,1 - 4 Jt;0;0;0;Layanan online;Kos bersama-sama;1;140;4;2;0;2;2;4;0
UNILA;316;Laki-laki;21;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Guru Sekolah Dasar (PGSD);Semester 3-4;3,1 - 4 Jt;0;0;0;Layanan online;Rumah mengontrak bersama;2,5;140;2;2;2;3;2;0;0
UNILA;333;Perempuan;22;Fakultas MIPA;Biologi Terapan;Semester 5-6;3,1 - 4 Jt;1;0;0;Mobil pribadi;Kos bersama-sama;1;140;3;4;3;2;4;0;3
UNILA;51;Perempuan;21;FakultasEkonomidanbisnis;Ekonomi Pembangunan;Semester 5-6;1 - 2 Jt;2;2;1;Layanan online;Rumah pribadi;5,2;137;2;2;2;2;3;3;0
UNILA;187;Laki-laki;21;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Bahasa Perancis;Semester 1-2;< 1 Jt;0;2;0;Sepeda motor pribadi;Rumah saudara;4,2;135;3;4;0;4;2;4;2
UNILA;334;Perempuan;22;Fakultas Keguruan dan Ilmu Pendidikan;Pendidikan Matematika;Semester 3-4;3,1 - 4 Jt;0;0;0;Layanan online;Kos sendiri;1;135;3;4;4;4;2;0;2
UNILA;352;Laki-laki;21;Fakultas Hukum;Ilmu Hukum;Semester 1-2;3,1 - 4 Jt;0;0;0;Layanan online;Rumah mengontrak pribadi;0,8;135;2;2;2;4;0;2;0
UBL;257;Perempuan;21;Fakultas Ekonomi dan Bisnis;Manajemen;Semester 7-8;2,1 - 3 Jt;1;1;0;Layanan online;Rumah pribadi;3,249929315;130;2;2;2;2;1;2;3
